1527,WED AUG 11 10:34:27 2021,9827204,CAR,2	4899	PC4967767,  15AU1
1528,THU AUG 12 21:04:30 2021,7109770,VAN,2	4953	PC1E2B07E,  15AU1
1529,SUN AUG  1 17:53:24 2021,2650132,CAR,2	4340	PC3A6DBC9,  15AU 
1530,MON AUG  9 13:25:59 2021,9642934,CAR,2	4652	PC74A3585,  15AU 
1531,FRI AUG 20 04:43:52 2021,835891,CAR,2	4732	PCD83DE25,  15AU2
1532,TUE AUG  3 01:01:49 2021,3666176,CAR,2	4488	PC19D06B0,  15AU 
1533,THU JUL 29 13:01:53 2021,8722712,CAR,2	4228	PC4F78F1B,  15JU2
1534,TUE AUG 17 19:12:51 2021,4570413,CAR,2	4424	PC51E7EF8,  15AU1
1535,SAT AUG  7 08:51:21 2021,9995684,CAR,2	4607	PC0885606,  15AU 
1536,SAT AUG 14 19:31:13 2021,2020657,CAR,2	4047	PC6D105CF,  15AU1
1537,FRI JUL 30 10:43:16 2021,9238888,TRUCK,4	4900	PCFE8B604,  15JU3
1538,SAT JUL 31 21:12:56 2021,2889489,CAR,2	4124	PC3338D42,  15JU3
1539,WED AUG  4 15:18:47 2021,318307,CAR,2	4305	PCF4DA5CE,  15AU 
1540,SAT JUL 31 17:33:38 2021,8701052,TRUCK,4	4378	PC074E6A8,  15JU3
1541,FRI AUG 20 11:22:39 2021,6437141,CAR,2	4336	PCD30AB50,  15AU2
1542,WED AUG 11 19:41:52 2021,5656721,CAR,2	4203	PC5295A46,  15AU1
1543,FRI AUG  6 14:30:20 2021,3431025,VAN,2	4567	PC2C5C1F3,  15AU 
1544,MON AUG  9 23:27:19 2021,328948,TRUCK,4	4790	PC2387B02,  15AU 
1545,THU AUG 19 04:39:08 2021,9956692,CAR,2	4517	PC9AF321D,  15AU1
1546,FRI AUG  6 17:10:09 2021,8988961,CAR,2	4583	PC0567192,  15AU 
1547,TUE AUG  3 23:02:05 2021,1468614,TRUCK,4	4900	PCFE8B604,  15AU 
1548,SAT AUG  7 06:23:00 2021,4781406,CAR,2	4467	PCF5E0389,  15AU 
1549,FRI JUL 30 19:23:28 2021,7063145,TRUCK,4	4527	PC59A0CB2,  15JU3
1550,MON AUG 16 19:28:30 2021,5040545,CAR,2	5009	PC70886EC,  15AU1
1551,SUN AUG  8 09:48:30 2021,8278634,CAR,2	4654	PCBA5D8AB,  15AU 
1552,SAT JUL 31 07:28:47 2021,7010037,VAN,2	4749	PC65C93B7,  15JU3
1553,WED AUG  4 23:38:00 2021,9737007,CAR,2	4704	PC47FBB07,  15AU 
1554,THU AUG 19 08:58:50 2021,655458,TRUCK,4	4238	PCE0A2A2F,  15AU1
1555,THU AUG 19 17:41:34 2021,1851682,CAR,2	4198	PCB0994D1,  15AU1
1556,WED AUG  4 05:33:34 2021,2909718,CAR,2	4345	PCAC01231,  15AU 
1557,TUE AUG 10 00:58:45 2021,6065758,CAR,2	4842	PC16F5A24,  15AU1
1558,FRI AUG 13 15:53:25 2021,2336297,VAN,2	4565	PC388BB83,  15AU1
1559,MON AUG 16 14:26:37 2021,4098792,CAR,2	4373	PC8806694,  15AU1
1560,TUE AUG  3 21:48:21 2021,407554,CAR,2	4005	PCB3DF742,  15AU 
1561,MON AUG 16 04:27:11 2021,2009002,CAR,2	4620	PC43973F9,  15AU1
1562,FRI AUG  6 06:24:30 2021,2357141,CAR,2	4980	PCBD5C822,  15AU 
1563,WED AUG 18 04:23:23 2021,4731836,CAR,2	4306	PC5D6563A,  15AU1
1564,SAT AUG 14 22:43:39 2021,1210777,CAR,2	4050	PC822E359,  15AU1
1565,TUE AUG  3 10:20:58 2021,8731021,CAR,2	4544	PC1893678,  15AU 
1566,MON AUG 16 23:04:49 2021,432438,VAN,2	4077	PCF40C389,  15AU1
1567,FRI AUG 20 09:15:37 2021,4998086,CAR,2	4941	PCA6403C1,  15AU2
1568,SUN AUG 22 08:56:19 2021,891299,CAR,2	4439	PC845CEA6,  15AU2
1569,WED AUG 11 18:03:58 2021,6871208,VAN,2	4600	PCB99E8F9,  15AU1
1570,MON AUG  9 17:22:41 2021,6886314,CAR,2	4686	PCD6E5E77,  15AU 
1571,TUE AUG 17 23:32:04 2021,8249210,CAR,2	4397	PCB070250,  15AU1
1572,SUN AUG 22 08:45:12 2021,4531947,TRUCK,4	4811	PCBF83C7A,  15AU2
1573,SUN AUG 15 12:37:28 2021,2475613,CAR,2	4905	PCE1EA438,  15AU1
1574,SAT AUG 14 01:27:43 2021,3795794,TRUCK,4	4478	PCB02917E,  15AU1
1575,FRI AUG 20 06:53:25 2021,974766,CAR,2	4751	PCD33B3C9,  15AU2
1576,TUE AUG 17 20:53:17 2021,9447366,CAR,2	4882	PC8616CD8,  15AU1
1577,WED AUG  4 04:45:01 2021,9393364,TRUCK,4	4928	PC16E79D4,  15AU 
1578,MON AUG 16 03:10:42 2021,8556843,VAN,2	4958	PC8A8976A,  15AU1
1579,FRI JUL 30 09:18:21 2021,9773352,CAR,2	4788	PC00AE965,  15JU3
1580,FRI JUL 30 01:11:03 2021,8755956,VAN,2	4025	PC5ABB8E4,  15JU3
1581,SUN AUG 22 02:51:30 2021,742109,VAN,2	4172	PC1A43FB7,  15AU2
1582,SUN AUG 15 23:40:45 2021,4887014,CAR,2	4837	PCA10FFA0,  15AU1
1583,MON AUG  9 07:26:50 2021,6545154,CAR,2	4200	PCBA86754,  15AU 
1584,TUE AUG 17 16:19:26 2021,3117923,CAR,2	4471	PC7E4F42A,  15AU1
1585,FRI JUL 30 19:26:23 2021,8975598,VAN,2	4835	PC4645718,  15JU3
1586,TUE AUG 17 12:00:44 2021,3800485,VAN,2	4753	PC6AA246E,  15AU1
1587,WED AUG  4 23:46:03 2021,1513812,CAR,2	4961	PC92C5115,  15AU 
1588,FRI AUG 13 21:39:06 2021,8028222,VAN,2	4708	PC82D2552,  15AU1
1589,THU AUG 19 04:53:44 2021,1167427,VAN,2	4139	PC924C594,  15AU1
1590,TUE AUG  3 04:59:21 2021,1334088,VAN,2	4114	PC4CD2B81,  15AU 
1591,TUE AUG 17 21:59:42 2021,1768305,CAR,2	4221	PC90AAFDA,  15AU1
1592,THU AUG 12 15:35:35 2021,2989964,TRUCK,4	4027	PCE7A4F34,  15AU1
1593,SAT AUG  7 12:14:16 2021,8416426,CAR,2	4001	PC58105BF,  15AU 
1594,FRI JUL 30 14:51:28 2021,9939758,CAR,2	4061	PC3A63A79,  15JU3
1595,WED AUG 18 02:50:59 2021,4838573,CAR,2	4301	PC540E129,  15AU1
1596,WED AUG 18 10:20:45 2021,2695601,TRUCK,4	4825	PC8B8C482,  15AU1
1597,TUE AUG 10 07:55:38 2021,9347805,TRUCK,4	4321	PC591BDF7,  15AU1
1598,WED AUG 11 22:39:35 2021,4595401,VAN,2	4192	PC74F6341,  15AU1
1599,SUN AUG  1 08:44:15 2021,402853,VAN,2	4823	PC89A3BCF,  15AU 
1600,THU AUG  5 02:42:00 2021,8944594,TRUCK,4	4738	PC06E9A80,  16AU 
1601,SAT AUG  7 10:02:04 2021,4544746,CAR,2	4421	PCED2DB6F,  16AU 
1602,SUN AUG 22 06:36:25 2021,6053175,CAR,2	4040	PCB335328,  16AU2
1603,THU JUL 29 22:02:19 2021,6145104,CAR,2	4672	PC03AE86F,  16JU2
1604,FRI JUL 30 12:06:21 2021,1533990,TRUCK,4	4971	PC0BD172F,  16JU3
1605,MON AUG 16 07:38:57 2021,6177576,CAR,2	4710	PCE17C964,  16AU1
1606,SUN AUG  8 11:36:58 2021,8869698,VAN,2	4968	PC251D4C1,  16AU 
1607,SAT AUG 21 08:33:12 2021,9662043,TRUCK,4	4811	PCBF83C7A,  16AU2
1608,THU AUG 19 13:18:11 2021,5452672,CAR,2	4926	PCCBCFEDE,  16AU1
1609,THU AUG 12 23:59:41 2021,7763079,CAR,2	4537	PC10C700F,  16AU1
1610,THU AUG  5 21:25:27 2021,1078933,CAR,2	4934	PC3ED26A2,  16AU 
1611,TUE AUG 10 17:49:41 2021,8131923,VAN,2	4821	PC67D349A,  16AU1
1612,MON AUG  9 14:53:14 2021,296672,CAR,2	4976	PC5149039,  16AU 
1613,SUN AUG  8 19:42:54 2021,4003127,CAR,2	4518	PCC7B407A,  16AU 
1614,MON AUG  2 00:21:35 2021,7801156,CAR,2	4033	PC783B5FC,  16AU 
1615,THU JUL 29 20:50:39 2021,8924553,VAN,2	4081	PCC825DB2,  16JU2
1616,SAT AUG  7 03:59:05 2021,4745912,CAR,2	4556	PC18C31F6,  16AU 
1617,TUE AUG 10 07:46:36 2021,3595136,TRUCK,4	4270	PC8F72158,  16AU1
1618,SUN AUG 15 09:27:39 2021,6902318,CAR,2	4723	PC20BD6E6,  16AU1
1619,MON AUG  9 01:14:44 2021,491585,VAN,2	4379	PC87C8BC4,  16AU 
1620,SUN AUG  1 20:48:55 2021,4197006,VAN,2	4916	PC62AF885,  16AU 
1621,THU AUG  5 09:44:21 2021,3868009,VAN,2	4794	PC4E1366E,  16AU 
1622,THU AUG 12 15:04:08 2021,7408433,CAR,2	4386	PC948D5B2,  16AU1
1623,FRI JUL 30 10:20:44 2021,8232209,CAR,2	4656	PC63844BC,  16JU3
1624,WED AUG 18 11:41:19 2021,7229848,TRUCK,4	4907	PCCEEF65A,  16AU1
1625,FRI AUG 20 15:45:42 2021,5849102,VAN,2	4987	PCF4A9637,  16AU2
1626,SUN AUG  1 07:07:46 2021,2896140,TRUCK,4	4051	PC3B970F2,  16AU 
1627,MON AUG 16 23:33:14 2021,38074,CAR,2	4131	PC4C9B108,  16AU1
1628,TUE AUG 10 14:56:05 2021,7098680,TRUCK,4	4164	PC578D797,  16AU1
1629,TUE AUG  3 03:46:19 2021,8391953,TRUCK,4	4899	PC4967767,  16AU 
1630,SAT AUG 21 08:08:11 2021,6499117,CAR,2	4609	PC1551C8E,  16AU2
1631,WED AUG 11 06:37:18 2021,2381468,TRUCK,4	4187	PCF8D98DC,  16AU1
1632,WED AUG 11 20:27:18 2021,8599667,VAN,2	4042	PC5D4DE09,  16AU1
1633,TUE AUG  3 13:08:07 2021,5946337,CAR,2	4158	PCAA68777,  16AU 
1634,FRI JUL 30 22:22:56 2021,9191246,CAR,2	4229	PCD0DDD3D,  16JU3
1635,SUN AUG 22 11:47:28 2021,7470083,CAR,2	4889	PC3547FAD,  16AU2
1636,THU JUL 29 19:49:55 2021,130681,CAR,2	4662	PCB2463CF,  16JU2
1637,MON AUG  2 12:35:58 2021,2170743,CAR,2	4532	PC8DD921E,  16AU 
1638,SUN AUG  1 02:52:09 2021,6338703,CAR,2	4239	PCA185B1A,  16AU 
1639,THU AUG  5 22:24:31 2021,5396462,CAR,2	4842	PC16F5A24,  16AU 
1640,MON AUG 16 13:34:47 2021,4796968,CAR,2	4866	PC3137434,  16AU1
1641,SAT AUG 21 19:01:43 2021,6478296,CAR,2	4370	PC70B7987,  16AU2
1642,THU AUG 12 12:44:06 2021,2822495,TRUCK,4	4911	PCBEF8EE1,  16AU1
1643,SAT AUG 21 15:05:45 2021,2408133,TRUCK,4	4508	PC385C6E7,  16AU2
1644,FRI AUG 13 18:02:29 2021,9168796,CAR,2	4838	PCEECD973,  16AU1
1645,SAT AUG 21 20:06:09 2021,5387239,CAR,2	4019	PC63FF017,  16AU2
1646,MON AUG 16 03:44:58 2021,6635693,CAR,2	4405	PC70CA955,  16AU1
1647,THU AUG  5 18:35:34 2021,3369430,CAR,2	4679	PC88494D0,  16AU 
1648,MON AUG 16 19:55:57 2021,4514868,VAN,2	4812	PC22D9C6D,  16AU1
1649,MON AUG  9 02:19:52 2021,5565372,CAR,2	4131	PC4C9B108,  16AU 
1650,SAT AUG 21 04:34:44 2021,1417541,CAR,2	4930	PC22F748B,  16AU2
1651,FRI AUG  6 03:43:08 2021,952817,CAR,2	4815	PC19C02F1,  16AU 
1652,SAT AUG 14 09:47:52 2021,3582019,VAN,2	4171	PC36C9AE8,  16AU1
1653,FRI AUG  6 05:53:41 2021,2530612,CAR,2	4246	PC95F5F6B,  16AU 
1654,SAT AUG  7 13:34:29 2021,887178,CAR,2	4925	PCE5E04A2,  16AU 
1655,FRI JUL 30 15:46:40 2021,9282780,TRUCK,4	4746	PC0514825,  16JU3
1656,FRI AUG  6 21:11:31 2021,9074239,CAR,2	4074	PCCAFD014,  16AU 
1657,SUN AUG 22 09:59:04 2021,8334354,CAR,2	4521	PCD2C9ECF,  16AU2
1658,SUN AUG 22 11:23:07 2021,3603215,CAR,2	4812	PC22D9C6D,  16AU2
1659,FRI AUG 20 13:23:51 2021,1380705,TRUCK,4	4986	PC9787B8A,  16AU2
1660,TUE AUG 17 04:47:15 2021,5571481,VAN,2	4554	PC23BA77A,  16AU1
1661,SAT AUG 14 22:33:36 2021,3304683,CAR,2	4282	PCCE002E5,  16AU1
1662,THU AUG 19 10:59:49 2021,8693467,CAR,2	4507	PC11DCA73,  16AU1
1663,SAT JUL 31 20:14:11 2021,7947981,TRUCK,4	4920	PC42A3AB0,  16JU3
1664,SUN AUG 15 17:27:28 2021,396655,TRUCK,4	4286	PC12BE494,  16AU1
1665,WED AUG  4 21:23:36 2021,3316639,CAR,2	4359	PCB27CFF1,  16AU 
1666,MON AUG  2 15:26:48 2021,1479859,CAR,2	4884	PC3FB1BB6,  16AU 
1667,SAT AUG 14 03:53:53 2021,6815648,TRUCK,4	4366	PC09D71DF,  16AU1
1668,FRI JUL 30 01:50:17 2021,8546054,VAN,2	4661	PC1585DF2,  16JU3
1669,MON AUG  9 08:57:30 2021,2786321,VAN,2	4003	PC83F544D,  16AU 
1670,SAT JUL 31 15:43:26 2021,617518,TRUCK,4	4694	PCBCF42C2,  16JU3
1671,SUN AUG 15 17:57:07 2021,8834471,TRUCK,4	4263	PCD6DBA1D,  16AU1
1672,SUN AUG 22 12:34:26 2021,6804769,TRUCK,4	4569	PC20129F9,  16AU2
1673,MON AUG  2 10:42:17 2021,7838323,CAR,2	4351	PC4E572D8,  16AU 
1674,THU AUG  5 10:58:06 2021,2271233,TRUCK,4	4310	PCC08F8BB,  16AU 
1675,SUN AUG  1 22:44:14 2021,8195337,CAR,2	4446	PC7F1A5B9,  16AU 
1676,SAT AUG  7 18:32:02 2021,8280015,TRUCK,4	4041	PCB566359,  16AU 
1677,FRI AUG 20 07:25:47 2021,8497728,CAR,2	4334	PCCB383F8,  16AU2
1678,MON AUG  9 23:45:56 2021,356999,CAR,2	4187	PCF8D98DC,  16AU 
1679,THU AUG  5 09:47:49 2021,3490921,CAR,2	4344	PC417B8DF,  16AU 
1680,SUN AUG  1 21:54:29 2021,7529037,TRUCK,4	4208	PC1E49F6B,  16AU 
1681,FRI AUG  6 20:40:13 2021,2627606,CAR,2	4514	PC374C341,  16AU 
1682,FRI AUG 13 09:03:05 2021,204387,TRUCK,4	4446	PC7F1A5B9,  16AU1
1683,MON AUG 16 20:03:46 2021,2773937,CAR,2	4632	PCC1FFE5B,  16AU1
1684,MON AUG 16 17:16:38 2021,2832962,CAR,2	4306	PC5D6563A,  16AU1
1685,THU AUG 12 05:24:24 2021,263154,CAR,2	4919	PC7A3A5CF,  16AU1
1686,THU AUG 19 06:58:45 2021,3342224,TRUCK,4	4730	PC7DC0964,  16AU1
1687,FRI AUG  6 07:59:24 2021,591303,CAR,2	4478	PCB02917E,  16AU 
1688,MON AUG  2 07:48:39 2021,9161077,TRUCK,4	4253	PC82A16E6,  16AU 
1689,SAT JUL 31 17:07:40 2021,7680159,CAR,2	4048	PC1FE6483,  16JU3
1690,THU JUL 29 21:33:11 2021,4651350,VAN,2	4181	PC4457F74,  16JU2
1691,SUN AUG  1 01:40:34 2021,603444,CAR,2	4243	PCC4F7DCE,  16AU 
1692,TUE AUG 17 16:41:10 2021,6196723,VAN,2	4332	PC3B258E9,  16AU1
1693,WED AUG  4 17:12:08 2021,2084954,CAR,2	4507	PC11DCA73,  16AU 
1694,THU AUG 19 14:06:38 2021,9137445,VAN,2	4527	PC59A0CB2,  16AU1
1695,TUE AUG 17 06:37:45 2021,7605913,CAR,2	4229	PCD0DDD3D,  16AU1
1696,FRI AUG 13 04:09:46 2021,5137434,CAR,2	4594	PC59414DA,  16AU1
1697,THU AUG 19 20:10:49 2021,8754909,CAR,2	4294	PC867796D,  16AU1
1698,TUE AUG 17 07:54:46 2021,4665107,CAR,2	4438	PC665A28E,  16AU1
1699,SUN AUG 22 09:21:06 2021,6488504,CAR,2	4175	PC08EA270,  16AU2
1700,TUE AUG 17 05:40:52 2021,212993,VAN,2	4700	PC14E538A,  17AU1
1701,SAT AUG 21 01:17:02 2021,2288405,VAN,2	4641	PCAA9F518,  17AU2
1702,THU AUG  5 02:40:40 2021,815150,CAR,2	4300	PC666483B,  17AU 
1703,FRI AUG 20 18:34:47 2021,5871927,CAR,2	4923	PC8A7A22A,  17AU2
1704,THU JUL 29 13:12:29 2021,2109653,TRUCK,4	4147	PC4D2C5A7,  17JU2
1705,MON AUG  2 21:54:54 2021,8382016,VAN,2	4537	PC10C700F,  17AU 
1706,THU AUG 19 03:45:50 2021,6633408,CAR,2	4500	PC548BDC0,  17AU1
1707,FRI AUG 13 11:36:30 2021,7853601,VAN,2	4131	PC4C9B108,  17AU1
1708,MON AUG 16 07:58:00 2021,4839745,CAR,2	4805	PC1A161AA,  17AU1
1709,SUN AUG  8 09:13:47 2021,7725907,CAR,2	4094	PC53A52CB,  17AU 
1710,WED AUG 18 03:44:02 2021,7655466,CAR,2	4718	PC81E83B9,  17AU1
1711,FRI JUL 30 08:17:50 2021,4740022,CAR,2	4450	PC0B2B03E,  17JU3
1712,FRI AUG 20 08:25:28 2021,621420,TRUCK,4	4265	PC5B2AFFA,  17AU2
1713,WED AUG  4 18:19:44 2021,277749,VAN,2	4658	PC1A58039,  17AU 
1714,SAT AUG 14 15:59:32 2021,6666774,CAR,2	4242	PCECC4DE2,  17AU1
1715,SAT AUG 21 09:09:39 2021,541077,TRUCK,4	4812	PC22D9C6D,  17AU2
1716,MON AUG  9 12:11:01 2021,3079436,CAR,2	4646	PC3F8C42B,  17AU 
1717,SUN AUG 22 03:13:04 2021,2875688,TRUCK,4	4091	PC2E099B4,  17AU2
1718,FRI JUL 30 21:04:11 2021,5427602,CAR,2	4491	PCA52F720,  17JU3
1719,SAT AUG 21 13:02:19 2021,1837878,TRUCK,4	4293	PC2A27502,  17AU2
1720,FRI AUG 13 05:02:00 2021,249885,CAR,2	4728	PC07BF95F,  17AU1
1721,TUE AUG 17 20:35:03 2021,9856955,VAN,2	4410	PC6EFC03B,  17AU1
1722,WED AUG  4 22:15:10 2021,5103091,CAR,2	4343	PC0F6325D,  17AU 
1723,TUE AUG 17 09:49:59 2021,3088520,CAR,2	4298	PC3E474F6,  17AU1
1724,MON AUG 16 17:45:03 2021,8538903,TRUCK,4	4270	PC8F72158,  17AU1
1725,THU AUG 19 22:03:39 2021,4703509,CAR,2	4936	PC7157CF3,  17AU1
1726,SAT AUG 14 15:10:49 2021,2947406,TRUCK,4	4491	PCA52F720,  17AU1
1727,SUN AUG  1 04:27:09 2021,7358523,CAR,2	4418	PCF6EECB2,  17AU 
1728,SAT JUL 31 01:18:49 2021,5134507,VAN,2	4444	PC4D84BFC,  17JU3
1729,THU AUG  5 00:05:22 2021,1587932,CAR,2	4413	PC6C88C27,  17AU 
1730,SUN AUG 22 11:06:20 2021,5955766,CAR,2	4943	PC0A5DC1F,  17AU2
1731,FRI AUG  6 19:33:44 2021,427348,TRUCK,4	4568	PCA8A783A,  17AU 
1732,WED AUG 18 01:20:09 2021,9937071,CAR,2	4913	PC685427C,  17AU1
1733,TUE AUG  3 22:11:41 2021,7705689,VAN,2	4937	PCD30D908,  17AU 
1734,THU AUG  5 02:27:58 2021,9021173,CAR,2	4278	PC4847214,  17AU 
1735,SUN AUG  1 16:40:48 2021,5231530,TRUCK,4	4642	PC17D596F,  17AU 
1736,THU AUG 12 03:09:32 2021,1686465,VAN,2	4822	PCD1EB220,  17AU1
1737,WED AUG  4 19:26:23 2021,5151621,CAR,2	4150	PCC8441A8,  17AU 
1738,THU AUG 12 04:29:54 2021,6976363,CAR,2	4351	PC4E572D8,  17AU1
1739,SUN AUG  1 05:14:31 2021,7513777,CAR,2	4136	PCA579A65,  17AU 
1740,SUN AUG 22 04:29:54 2021,5467524,CAR,2	4684	PCA76178F,  17AU2
1741,SUN AUG 15 09:53:21 2021,7651504,CAR,2	4005	PCB3DF742,  17AU1
1742,TUE AUG 10 05:59:28 2021,9354024,CAR,2	4846	PCBABD060,  17AU1
1743,TUE AUG  3 09:21:23 2021,3910816,CAR,2	4065	PC3B514E2,  17AU 
1744,TUE AUG 17 12:42:50 2021,8390640,TRUCK,4	4370	PC70B7987,  17AU1
1745,SAT AUG 14 05:01:36 2021,2994334,TRUCK,4	4383	PC4BFE950,  17AU1
1746,THU AUG 19 19:03:15 2021,65383,CAR,2	4543	PC74F5EBA,  17AU1
1747,SUN AUG 15 12:42:40 2021,2044866,CAR,2	4748	PCF2ECD29,  17AU1
1748,THU JUL 29 13:15:22 2021,1131811,CAR,2	4238	PCE0A2A2F,  17JU2
1749,SAT AUG 21 15:09:46 2021,604553,CAR,2	4950	PC4F71E72,  17AU2
1750,FRI JUL 30 06:03:58 2021,9204549,TRUCK,4	4500	PC548BDC0,  17JU3
1751,FRI AUG 20 23:12:11 2021,1344790,TRUCK,4	4909	PCDED6F20,  17AU2
1752,SUN AUG 15 18:01:56 2021,9408097,TRUCK,4	4726	PCF6540C0,  17AU1
1753,SUN AUG  8 22:42:58 2021,2195849,CAR,2	4258	PCAC64E67,  17AU 
1754,FRI AUG 20 08:33:56 2021,7574112,CAR,2	4262	PCCB12F8C,  17AU2
1755,FRI AUG 20 11:55:40 2021,4815349,CAR,2	4449	PCAACD453,  17AU2
1756,THU AUG 12 10:15:36 2021,6659895,CAR,2	4328	PC3777B8E,  17AU1
1757,FRI JUL 30 19:07:38 2021,9116574,TRUCK,4	4178	PC8417B09,  17JU3
1758,TUE AUG  3 15:14:21 2021,6580860,TRUCK,4	4256	PC9DD0BBD,  17AU 
1759,SAT JUL 31 11:09:25 2021,2923171,CAR,2	4945	PC95BD14B,  17JU3
1760,SAT JUL 31 21:01:30 2021,2629444,TRUCK,4	4586	PC4A40D50,  17JU3
1761,FRI AUG  6 23:02:19 2021,5838389,CAR,2	4289	PCF621E92,  17AU 
1762,SUN AUG  1 14:41:56 2021,1011676,CAR,2	4166	PCE450C55,  17AU 
1763,WED AUG  4 14:57:42 2021,7233196,CAR,2	4471	PC7E4F42A,  17AU 
1764,TUE AUG 17 21:05:35 2021,4549124,CAR,2	4406	PC7A54E18,  17AU1
1765,SUN AUG  8 04:14:59 2021,5201152,VAN,2	4785	PC787D664,  17AU 
1766,SUN AUG  8 06:48:43 2021,4069329,VAN,2	4671	PCCAAFB48,  17AU 
1767,THU AUG 19 08:13:24 2021,1129975,CAR,2	4797	PCE2D63A7,  17AU1
1768,MON AUG  2 03:47:26 2021,4933920,CAR,2	4345	PCAC01231,  17AU 
1769,WED AUG  4 02:05:29 2021,5226214,CAR,2	4261	PC84FFC9D,  17AU 
1770,MON AUG  2 07:24:47 2021,5500532,CAR,2	4897	PCAB2FA02,  17AU 
1771,TUE AUG 17 13:38:32 2021,8188797,CAR,2	4897	PCAB2FA02,  17AU1
1772,SUN AUG 15 01:02:08 2021,2689184,CAR,2	4168	PCBC064F8,  17AU1
1773,THU AUG 12 22:39:24 2021,9887147,CAR,2	4086	PC23E470D,  17AU1
1774,SAT JUL 31 21:59:07 2021,7632359,VAN,2	4618	PC8F4AF85,  17JU3
1775,TUE AUG 10 16:05:24 2021,6854712,CAR,2	4963	PC704EF75,  17AU1
1776,TUE AUG  3 08:46:42 2021,1774575,CAR,2	4971	PC0BD172F,  17AU 
1777,TUE AUG 17 21:23:32 2021,5943514,CAR,2	4081	PCC825DB2,  17AU1
1778,TUE AUG 10 03:58:46 2021,2885585,VAN,2	4168	PCBC064F8,  17AU1
1779,THU AUG 12 23:08:59 2021,5286773,CAR,2	4224	PCD83983A,  17AU1
1780,SAT AUG  7 04:24:28 2021,8194109,CAR,2	4596	PC6558A56,  17AU 
1781,WED AUG 18 03:26:23 2021,7700051,CAR,2	4838	PCEECD973,  17AU1
1782,SAT AUG  7 17:28:30 2021,5876055,VAN,2	4578	PC90D44D0,  17AU 
1783,THU AUG 12 21:59:01 2021,500216,CAR,2	4560	PC5030572,  17AU1
1784,SAT AUG 21 18:41:56 2021,7956819,CAR,2	4474	PCFEAE55E,  17AU2
1785,TUE AUG 17 01:32:56 2021,9001713,CAR,2	4391	PCCFD9AB6,  17AU1
1786,SAT AUG  7 02:37:46 2021,800858,CAR,2	4789	PCBE8B2AB,  17AU 
1787,FRI JUL 30 14:10:16 2021,9712648,CAR,2	4262	PCCB12F8C,  17JU3
1788,WED AUG 18 08:17:21 2021,5736180,VAN,2	4586	PC4A40D50,  17AU1
1789,SUN AUG 22 05:39:11 2021,1151175,CAR,2	4379	PC87C8BC4,  17AU2
1790,THU AUG 19 14:06:25 2021,9811103,CAR,2	4852	PC68969FB,  17AU1
1791,WED AUG 18 14:24:25 2021,5271672,CAR,2	4321	PC591BDF7,  17AU1
1792,SAT AUG 14 00:48:10 2021,1805564,CAR,2	4915	PC86B0D7B,  17AU1
1793,THU AUG 12 01:11:12 2021,6045634,TRUCK,4	4931	PC3D30AD0,  17AU1
1794,WED AUG  4 14:18:27 2021,220233,TRUCK,4	4980	PCBD5C822,  17AU 
1795,WED AUG 18 03:58:02 2021,5172164,CAR,2	4584	PC1085B78,  17AU1
1796,SAT AUG 14 12:34:46 2021,531770,TRUCK,4	4889	PC3547FAD,  17AU1
1797,SUN AUG  8 19:35:06 2021,4496037,TRUCK,4	4837	PCA10FFA0,  17AU 
1798,MON AUG 16 17:15:43 2021,5681023,VAN,2	4554	PC23BA77A,  17AU1
1799,FRI AUG 20 03:42:31 2021,697724,CAR,2	4880	PC5A27CDE,  17AU2
1800,WED AUG 18 18:57:47 2021,7632125,TRUCK,4	4794	PC4E1366E,  18AU1
1801,SAT AUG 14 08:44:35 2021,5312568,CAR,2	4713	PCD4A1214,  18AU1
1802,FRI AUG 20 23:23:55 2021,6356468,CAR,2	4608	PCACD1BEE,  18AU2
1803,SAT AUG 14 16:59:33 2021,8224744,TRUCK,4	4889	PC3547FAD,  18AU1
1804,SAT AUG  7 17:30:42 2021,2975837,TRUCK,4	4290	PC84E8CEF,  18AU 
1805,MON AUG  9 00:23:40 2021,8482541,CAR,2	4504	PC461DCD3,  18AU 
1806,WED AUG 18 03:13:39 2021,9201887,CAR,2	4223	PCA37D114,  18AU1
1807,FRI AUG  6 07:10:58 2021,1397726,CAR,2	4727	PC52E71B8,  18AU 
1808,SUN AUG 15 11:32:15 2021,8029405,VAN,2	4789	PCBE8B2AB,  18AU1
1809,FRI AUG 20 04:02:11 2021,1488524,TRUCK,4	4094	PC53A52CB,  18AU2
1810,SAT AUG 14 22:25:16 2021,7604698,VAN,2	4376	PCA283923,  18AU1
1811,SUN AUG 15 10:36:42 2021,8537928,VAN,2	4888	PC46C55B4,  18AU1
1812,SAT JUL 31 04:14:46 2021,1363885,CAR,2	4286	PC12BE494,  18JU3
1813,TUE AUG  3 16:45:09 2021,2795136,CAR,2	4082	PCF86214E,  18AU 
1814,MON AUG  9 23:36:26 2021,7516973,CAR,2	4411	PC3AA93E6,  18AU 
1815,MON AUG 16 23:33:40 2021,6833469,CAR,2	4908	PC3D16FC5,  18AU1
1816,WED AUG 11 06:45:54 2021,8661043,CAR,2	4418	PCF6EECB2,  18AU1
1817,SAT AUG 14 01:32:14 2021,6898881,CAR,2	4284	PC0DB49FD,  18AU1
1818,TUE AUG 17 21:57:00 2021,8878129,CAR,2	4228	PC4F78F1B,  18AU1
